TrainingRecordID,EmpID,TrainingDate,TrainingProgramName,TrainingPurpose,TrainingCategory,TrainingType,DeliveryMode,LocationCode,Trainer,TrainerGender,TrainingProvider,TrainingDurationDays,TrainingCostUSD,CompletionStatus,TrainingResult,AssessmentAttempts,FeedbackSubmitted,OverallSatisfactionScore,TrainerEvaluationScore,JobRelevanceScore,PersonalRelevanceScore,DigitalContentUsabilityScore
TRN-002888,2993,2005-11-28,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.16,Incomplete,Not Taken,0.0,Yes,3,,2,3,4
TRN-002889,1403,2005-11-29,Technical Skills,Job Required,Technical Skills,External,Hybrid,EXT-CHI-01,Alex Morgan,Male,NorthStar Learning,3,1014.99,Completed,Passed,1.0,Yes,,5,,,
TRN-002890,1455,2005-11-29,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.45,Completed,Passed,1.0,Yes,4,,5,4,4
TRN-002891,1808,2005-11-29,Technical Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,132.59,Cancelled,Not Taken,,No,,,,,
TRN-002892,1922,2005-11-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.24,Completed,Passed,1.0,Yes,3,,3,3,2
TRN-002893,1983,2005-11-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.18,Completed,Failed,2.0,Yes,3,,3,3,4
TRN-002894,1171,2005-11-30,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.7,Completed,Passed,2.0,No,,,,,
TRN-002895,1188,2005-11-30,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.46,Completed,Passed,1.0,Yes,5,,4,2,5
TRN-002896,1469,2005-11-30,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.01,Cancelled,Not Taken,,No,,,,,
TRN-002897,1647,2005-11-30,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.9,Cancelled,Not Taken,,No,,,,,
TRN-002898,2261,2005-11-30,Data & BI Skills,Job Required,Technical Skills,Internal,In-person,US-CT-02,Internal Trainer 07,Male,Internal L&D,2,599.17,Completed,Passed,1.0,No,,,,,
TRN-002899,2370,2005-11-30,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.99,Completed,Passed,3.0,Yes,4,,4,3,3
TRN-002900,1306,2005-12-01,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.45,Completed,Passed,1.0,Yes,4,,4,3,3
TRN-002901,1644,2005-12-01,Customer Service,Job Required,Customer Skills,Internal,Live Online,Online,Internal Trainer 01,Male,Internal L&D,1,99.96,Completed,Not Applicable,,Yes,5,2,4,3,
TRN-002902,1301,2005-12-02,Quality Management,Job Required,Operational Excellence,External,In-person,EXT-BOS-01,Daniel Brooks,Male,SkillForge Institute,2,699.3,Completed,Not Applicable,,Yes,5,3,5,5,
TRN-002903,1462,2005-12-02,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.38,Completed,Passed,1.0,Yes,3,,2,3,
TRN-002904,1899,2005-12-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.49,Completed,Failed,1.0,Yes,4,,2,4,4
TRN-002905,1983,2005-12-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.31,Completed,Passed,2.0,Yes,3,,4,3,2
TRN-002906,3765,2005-12-03,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.73,Completed,Failed,1.0,No,,,,,
TRN-002907,3539,2005-12-04,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.02,Completed,Passed,1.0,Yes,5,,5,3,4
TRN-002908,1211,2005-12-05,Quality Management,Job Required,Operational Excellence,Internal,In-person,US-MA-03,Internal Trainer 04,Male,Internal L&D,2,497.22,Completed,Not Applicable,,Yes,4,4,3,3,
TRN-002909,1301,2005-12-05,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.71,Completed,Passed,1.0,Yes,5,,5,,
TRN-002910,1729,2005-12-05,Employee Onboarding,Mandatory,Onboarding,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,71.27,Completed,Not Applicable,,No,,,,,
TRN-002911,2134,2005-12-05,Equipment Operation,Job Required,Technical Skills,Internal,In-person,US-MA-01,Internal Trainer 10,Male,Internal L&D,3,876.4,Completed,Passed,1.0,Yes,5,4,4,5,
TRN-002912,2568,2005-12-05,Leadership Development,Job Required,Leadership Development,External,In-person,EXT-CHI-01,Laura Hill,Female,DataCraft Academy,2,943.92,Completed,Not Applicable,,Yes,5,4,3,4,
TRN-002913,1564,2005-12-06,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.82,Completed,Passed,1.0,No,,,,,
TRN-002914,2568,2005-12-06,Employee Onboarding,Mandatory,Onboarding,Internal,In-person,US-MA-01,Internal Trainer 07,Male,Internal L&D,2,316.54,Completed,Not Applicable,,Yes,4,5,3,3,
TRN-002915,3435,2005-12-06,Project Management,Employee Initiated,Professional Skills,Internal,Live Online,Online,Internal Trainer 18,Female,Internal L&D,2,258.13,Completed,Passed,2.0,Yes,3,3,3,4,
TRN-002916,3615,2005-12-06,Equipment Operation,Job Required,Technical Skills,Internal,In-person,US-MA-01,Internal Trainer 12,Female,Internal L&D,2,501.72,Completed,Failed,2.0,Yes,3,4,4,4,
TRN-002917,2277,2005-12-07,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.68,Completed,Passed,1.0,No,,,,,
TRN-002918,2809,2005-12-07,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.8,Incomplete,Failed,2.0,Yes,4,,4,2,4
TRN-002919,1555,2005-12-08,Quality Management,Job Required,Operational Excellence,Internal,Live Online,Online,Internal Trainer 17,Male,Internal L&D,3,368.53,Completed,Not Applicable,,Yes,5,4,4,4,
TRN-002920,1756,2005-12-08,Technical Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,135.91,Completed,Passed,2.0,No,,,,,
TRN-002921,1842,2005-12-09,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.65,Completed,Passed,1.0,Yes,4,,4,4,5
TRN-002922,2596,2005-12-09,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.36,Completed,Passed,1.0,Yes,4,,3,4,4
TRN-002923,2886,2005-12-09,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.15,Completed,Passed,1.0,Yes,5,,4,4,3
TRN-002924,3078,2005-12-09,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.51,Completed,Passed,1.0,Yes,5,,3,3,5
TRN-002925,3545,2005-12-09,Employee Onboarding,Mandatory,Onboarding,Internal,Hybrid,US-OR-02,Internal Trainer 16,Male,Internal L&D,2,211.29,Completed,Not Applicable,,Yes,4,5,4,3,
TRN-002926,3647,2005-12-09,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.94,Completed,Passed,1.0,Yes,4,,2,2,5
TRN-002927,1403,2005-12-11,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.98,Completed,Passed,1.0,Yes,4,,2,4,4
TRN-002928,1863,2005-12-11,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.51,Completed,Passed,1.0,Yes,4,,3,3,3
TRN-002929,1939,2005-12-12,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.75,Completed,Passed,3.0,Yes,4,,3,4,5
TRN-002930,2074,2005-12-12,Communication Skills,Job Required,Professional Skills,Internal,Live Online,Online,Internal Trainer 16,Male,Internal L&D,1,92.43,Cancelled,Not Applicable,,No,,,,,
TRN-002931,2937,2005-12-12,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.63,Completed,Passed,1.0,Yes,5,,4,3,5
TRN-002932,2987,2005-12-12,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.26,Completed,Passed,1.0,No,,,,,
TRN-002933,1293,2005-12-13,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.93,Incomplete,Not Taken,0.0,Yes,4,,3,4,4
TRN-002934,1623,2005-12-13,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.02,Completed,Passed,3.0,Yes,4,,3,3,4
TRN-002935,2134,2005-12-13,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.36,Incomplete,Failed,3.0,No,,,,,
TRN-002936,2435,2005-12-13,Technical Skills,Job Required,Technical Skills,External,In-person,EXT-CHI-01,Maria Young,Female,ProjectPro Academy,2,832.74,Cancelled,Not Taken,,No,,,,,
TRN-002937,3078,2005-12-13,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.66,Completed,Failed,2.0,Yes,2,,3,3,3
TRN-002938,1188,2005-12-14,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.13,Completed,Passed,2.0,Yes,3,,3,4,3
TRN-002939,1374,2005-12-14,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.93,Completed,Passed,2.0,Yes,4,,4,2,5
TRN-002940,1374,2005-12-14,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.77,Completed,Passed,1.0,Yes,5,,3,4,4
TRN-002941,1729,2005-12-14,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.78,Cancelled,Not Taken,,No,,,,,
TRN-002942,2238,2005-12-14,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.42,Completed,Passed,1.0,No,,,,,
TRN-002943,2240,2005-12-14,Technical Skills,Job Required,Technical Skills,Internal,Hybrid,US-MA-02,Internal Trainer 10,Male,Internal L&D,2,406.94,Incomplete,Failed,1.0,Yes,3,3,3,3,4
TRN-002944,3056,2005-12-14,Technical Skills,Job Required,Technical Skills,Internal,In-person,US-MA-01,Internal Trainer 09,Female,Internal L&D,2,614.6,Completed,Passed,1.0,No,,,,,
TRN-002945,3305,2005-12-14,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.71,Incomplete,Failed,2.0,Yes,3,,5,3,4
TRN-002946,3382,2005-12-14,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.78,Completed,Passed,1.0,Yes,5,,4,4,4
TRN-002947,1899,2005-12-15,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.2,Completed,Passed,1.0,Yes,3,,4,3,3
TRN-002948,2809,2005-12-15,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.12,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-002949,1332,2005-12-16,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.16,Completed,Passed,2.0,Yes,4,,5,3,5
TRN-002950,2309,2005-12-16,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.64,Completed,Passed,1.0,Yes,3,,4,3,5
TRN-002951,2683,2005-12-16,Customer Service,Job Required,Customer Skills,Internal,Hybrid,US-WA-02,Internal Trainer 12,Female,Internal L&D,1,133.56,Completed,Not Applicable,,Yes,4,3,4,4,3
TRN-002952,2937,2005-12-16,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.69,Completed,Failed,1.0,Yes,3,,3,4,4
TRN-002953,3362,2005-12-16,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.61,Cancelled,Not Taken,,No,,,,,
TRN-002954,3706,2005-12-17,Equipment Operation,Job Required,Technical Skills,External,In-person,EXT-CHI-01,Robert King,Male,SafeWorks Institute,2,812.98,Completed,Failed,2.0,No,,,,,
TRN-002955,3885,2005-12-17,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.89,Completed,Passed,1.0,Yes,5,,4,4,4
TRN-002956,3670,2005-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.27,Completed,Passed,1.0,Yes,5,,4,3,5
TRN-002957,2370,2005-12-19,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.74,Completed,Passed,1.0,Yes,5,,4,5,3
TRN-002958,3561,2005-12-19,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.17,Incomplete,Not Taken,0.0,Yes,3,,3,4,4
TRN-002959,3765,2005-12-19,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.53,Completed,Passed,2.0,Yes,2,,2,3,2
TRN-002960,3885,2005-12-19,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.65,Completed,Passed,2.0,Yes,3,,3,4,3
TRN-002961,2944,2005-12-20,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.12,Incomplete,Failed,1.0,No,,,,,
TRN-002962,2970,2005-12-20,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.15,Completed,Passed,1.0,Yes,5,,2,4,4
TRN-002963,3382,2005-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.02,Completed,Passed,2.0,Yes,3,,3,2,4
TRN-002964,3561,2005-12-20,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.78,Incomplete,Not Taken,0.0,No,,,,,
TRN-002965,2886,2005-12-21,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.32,Completed,Passed,2.0,Yes,4,,3,3,4
TRN-002966,3056,2005-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.03,Incomplete,Failed,2.0,Yes,3,,4,2,4
TRN-002967,3389,2005-12-21,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.22,Completed,Passed,1.0,Yes,5,,4,4,4
TRN-002968,3002,2005-12-22,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.93,Completed,Passed,1.0,Yes,4,,4,3,5
TRN-002969,3305,2005-12-22,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.88,Completed,Passed,2.0,Yes,4,,3,3,4
TRN-002970,1729,2005-12-23,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.24,Completed,Passed,1.0,No,,,,,
TRN-002971,2322,2005-12-23,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.63,Completed,Passed,1.0,Yes,4,,,3,4
TRN-002972,2723,2005-12-23,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.07,Completed,Passed,1.0,No,,,,,
TRN-002973,3389,2005-12-23,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.12,Completed,Passed,3.0,Yes,3,,2,2,3
TRN-002974,3647,2005-12-23,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,39.28,Incomplete,Failed,2.0,No,,,,,
TRN-002975,2261,2005-12-24,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.42,Completed,Passed,1.0,Yes,4,,3,2,5
TRN-002976,3670,2005-12-24,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.97,Incomplete,Failed,3.0,No,,,,,
TRN-002977,2238,2005-12-25,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.7,Completed,Passed,1.0,Yes,5,,5,2,5
TRN-002978,2596,2005-12-25,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.99,Completed,Passed,2.0,No,,,,,
TRN-002979,3621,2005-12-26,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.87,Completed,Passed,1.0,Yes,4,,3,2,5
TRN-002980,2134,2005-12-27,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.47,Incomplete,Not Taken,0.0,Yes,4,,5,3,4
TRN-002981,2240,2005-12-27,Employee Onboarding,Mandatory,Onboarding,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,80.69,Completed,Not Applicable,,No,,,,,
TRN-002982,2261,2005-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.63,Completed,Passed,1.0,Yes,4,,2,4,4
TRN-002983,3545,2005-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.84,Completed,Passed,1.0,Yes,4,,3,3,4
TRN-002984,1293,2005-12-29,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.32,Completed,Passed,1.0,Yes,3,,4,4,3
TRN-002985,2446,2005-12-29,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.02,Completed,Passed,2.0,Yes,4,,1,3,3
TRN-002986,2826,2005-12-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.13,Incomplete,Failed,3.0,No,,,,,
TRN-002987,3539,2005-12-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.65,Completed,Passed,3.0,Yes,4,,2,4,3
TRN-002988,1983,2005-12-30,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.85,Completed,Passed,1.0,Yes,3,,4,3,4
TRN-002989,2723,2005-12-30,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.5,Completed,Failed,2.0,Yes,4,,5,4,2
TRN-002990,2801,2005-12-30,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.11,Incomplete,Failed,2.0,No,,,,,
TRN-002991,1644,2006-01-01,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.77,Completed,Passed,1.0,Yes,3,,5,4,3
TRN-002992,1306,2006-01-03,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.35,Completed,Passed,1.0,Yes,5,,5,4,4
TRN-002993,1623,2006-01-03,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.32,Completed,Passed,1.0,Yes,4,,5,4,4
TRN-002994,2074,2006-01-03,Employee Onboarding,Mandatory,Onboarding,Internal,In-person,US-MA-01,Internal Trainer 12,Female,Internal L&D,2,330.43,Completed,Not Applicable,,Yes,3,3,3,3,
TRN-002995,2322,2006-01-03,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.9,Cancelled,Not Taken,,No,,,,,
TRN-002996,2435,2006-01-03,Employee Onboarding,Mandatory,Onboarding,Internal,In-person,US-MA-03,Internal Trainer 04,Male,Internal L&D,2,289.64,Completed,Not Applicable,,Yes,3,3,3,3,
TRN-002997,2937,2006-01-03,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.88,Completed,Passed,2.0,Yes,3,,4,2,2
